config_id,gap,u,v,direct,formula,absolute_error,minimum_state_branch_margin
delta0.5_K32_radius0.015625_transverse,0.0,0.75,0.75,0.0,0.0,0.0,0.3997928040412375
delta0.5_K32_radius0.015625_transverse,0.0,0.75,0.7509681003155738,1.7110803042575664e-05,1.7110803042575725e-05,6.098637220230962e-20,0.3984510394950821
delta0.5_K32_radius0.015625_transverse,0.0,0.7509681003155738,0.7490318996844262,-3.422160608515133e-05,-3.422160608515145e-05,1.2197274440461925e-19,0.39690207899016394
delta0.5_K32_radius0.015625_transverse,0.0,0.7509681003155738,0.75,-1.7110803042575664e-05,-1.7110803042575725e-05,6.098637220230962e-20,0.3984510394950821
delta0.5_K32_radius0.015625_transverse,0.0,0.7509681003155738,0.7509681003155738,0.0,0.0,0.0,0.3997925365926067
delta0.5_K32_radius0.015625_transverse,0.5,0.7490318996844262,0.7490318996844262,0.4999035201830594,0.4999035201830594,0.0,0.3958869135901878
delta0.5_K32_radius0.015625_transverse,0.5,0.7490318996844262,0.75,0.49992062994178393,0.49992062994178393,0.0,0.39588664615788016
delta0.5_K32_radius0.015625_transverse,0.5,0.7490318996844262,0.7509681003155738,0.4999377397005084,0.4999377397005085,5.551115123125783e-17,0.3958863787255725
delta0.5_K32_radius0.015625_transverse,0.5,0.75,0.7490318996844262,0.49988641042433485,0.49988641042433485,0.0,0.39454496350320106
delta0.5_K32_radius0.015625_transverse,0.5,0.75,0.75,0.4999035201830594,0.4999035201830594,0.0,0.39588664615788016
delta0.5_K32_radius0.015625_transverse,0.5,0.75,0.7509681003155738,0.4999206299417839,0.49992062994178393,5.551115123125783e-17,0.3958863787255725
delta0.5_K32_radius0.015625_transverse,0.5,0.7509681003155738,0.7490318996844262,0.4998693006656103,0.4998693006656103,0.0,0.3929960975354828
delta0.5_K32_radius0.015625_transverse,0.5,0.7509681003155738,0.75,0.49988641042433485,0.49988641042433485,0.0,0.3945449635032013
delta0.5_K32_radius0.015625_transverse,0.5,0.7509681003155738,0.7509681003155738,0.49990352018305934,0.4999035201830594,5.551115123125783e-17,0.3958863787255725
delta0.5_K32_radius0.015625_transverse,2.0,0.7490318996844262,0.7490318996844262,1.9990040877033344,1.9990040877033344,0.0,0.384173357713987
delta0.5_K32_radius0.015625_transverse,2.0,0.7490318996844262,0.75,1.9990211818074812,1.999021181807481,2.220446049250313e-16,0.38417309052636656
delta0.5_K32_radius0.015625_transverse,2.0,0.7490318996844262,0.7509681003155738,1.9990382759116279,1.9990382759116279,0.0,0.38417282333874614
delta0.5_K32_radius0.015625_transverse,2.0,0.75,0.7490318996844262,1.9989869935991877,1.9989869935991877,0.0,0.3828326354445515
delta0.5_K32_radius0.015625_transverse,2.0,0.75,0.75,1.9990040877033344,1.9990040877033344,0.0,0.38417309052636656
delta0.5_K32_radius0.015625_transverse,2.0,0.75,0.7509681003155738,1.999021181807481,1.999021181807481,0.0,0.38417282333874614
delta0.5_K32_radius0.015625_transverse,2.0,0.7509681003155738,0.7490318996844262,1.998969899495041,1.998969899495041,0.0,0.38128518661211874
delta0.5_K32_radius0.015625_transverse,2.0,0.7509681003155738,0.75,1.9989869935991877,1.9989869935991877,0.0,0.3828326354445517
delta0.5_K32_radius0.015625_transverse,2.0,0.7509681003155738,0.7509681003155738,1.9990040877033344,1.9990040877033344,0.0,0.38417282333874614
delta0.5_K128_radius1_transverse,-2.0,0.6876928117213787,0.6876928117213787,-1.9999161538600343,-1.9999161538600343,0.0,0.39607008664548043
delta0.5_K128_radius1_transverse,-2.0,0.6876928117213787,0.75,-1.999365476413699,-1.9993654764136992,2.220446049250313e-16,0.2964084126639027
delta0.5_K128_radius1_transverse,-2.0,0.6876928117213787,0.8123071882786213,-1.998814798967364,-1.998814798967364,0.0,0.1967229958568861
delta0.5_K128_radius1_transverse,-2.0,0.75,0.6876928117213787,-2.0004668313063694,-2.0004668313063694,0.0,0.3042207537220637
delta0.5_K128_radius1_transverse,-2.0,0.75,0.75,-1.999916153860034,-1.9999161538600343,2.220446049250313e-16,0.39606793546886543
delta0.5_K128_radius1_transverse,-2.0,0.75,0.8123071882786213,-1.999365476413699,-1.9993654764136992,2.220446049250313e-16,0.29640841266390294
delta0.5_K128_radius1_transverse,-2.0,0.8123071882786213,0.6876928117213787,-2.0010175087527045,-2.0010175087527045,0.0,0.20453533691504713
delta0.5_K128_radius1_transverse,-2.0,0.8123071882786213,0.75,-2.0004668313063694,-2.0004668313063694,0.0,0.3042207537220639
delta0.5_K128_radius1_transverse,-2.0,0.8123071882786213,0.8123071882786213,-1.9999161538600343,-1.9999161538600343,0.0,0.3960657842922504
delta0.5_K128_radius1_transverse,-0.5,0.6876928117213787,0.6876928117213787,-0.4999885747550086,-0.49998857475500863,5.551115123125783e-17,0.39899969455772294
delta0.5_K128_radius1_transverse,-0.5,0.6876928117213787,0.75,-0.4994378657980963,-0.4994378657980963,0.0,0.2993323177878975
delta0.5_K128_radius1_transverse,-0.5,0.6876928117213787,0.8123071882786213,-0.49888715684118395,-0.49888715684118395,0.0,0.19964119683403356
delta0.5_K128_radius1_transverse,-0.5,0.75,0.6876928117213787,-0.5005392837119209,-0.500539283711921,1.1102230246251565e-16,0.3012854403043744
delta0.5_K128_radius1_transverse,-0.5,0.75,0.75,-0.4999885747550086,-0.49998857475500863,5.551115123125783e-17,0.3989975432580144
delta0.5_K128_radius1_transverse,-0.5,0.75,0.8123071882786213,-0.4994378657980963,-0.4994378657980963,0.0,0.2993323177878977
delta0.5_K128_radius1_transverse,-0.5,0.8123071882786213,0.6876928117213787,-0.5010899926688333,-0.5010899926688334,1.1102230246251565e-16,0.2015943193505105
delta0.5_K128_radius1_transverse,-0.5,0.8123071882786213,0.75,-0.5005392837119209,-0.500539283711921,1.1102230246251565e-16,0.3012854403043746
delta0.5_K128_radius1_transverse,-0.5,0.8123071882786213,0.8123071882786213,-0.4999885747550086,-0.49998857475500863,5.551115123125783e-17,0.3989953919583059
delta0.5_K128_radius1_transverse,0.0,0.6876928117213787,0.6876928117213787,0.0,0.0,0.0,0.3999762557253844
delta0.5_K128_radius1_transverse,0.0,0.6876928117213787,0.75,0.0005507110577029627,0.0005507110577029631,4.336808689942018e-19,0.30030849875420584
delta0.5_K128_radius1_transverse,0.0,0.6876928117213787,0.8123071882786213,0.0011014221154059254,0.0011014221154059263,8.673617379884035e-19,0.2006169975084119
delta0.5_K128_radius1_transverse,0.0,0.75,0.6876928117213787,-0.0005507110577029627,-0.0005507110577029631,4.336808689942018e-19,0.30030849875420584
delta0.5_K128_radius1_transverse,0.0,0.75,0.75,0.0,0.0,0.0,0.39997410441746933
delta0.5_K128_radius1_transverse,0.0,0.75,0.8123071882786213,0.0005507110577029627,0.0005507110577029631,4.336808689942018e-19,0.30030849875420607
delta0.5_K128_radius1_transverse,0.0,0.8123071882786213,0.6876928117213787,-0.0011014221154059254,-0.0011014221154059263,8.673617379884035e-19,0.2006169975084119
delta0.5_K128_radius1_transverse,0.0,0.8123071882786213,0.75,-0.0005507110577029627,-0.0005507110577029631,4.336808689942018e-19,0.30030849875420607
delta0.5_K128_radius1_transverse,0.0,0.8123071882786213,0.8123071882786213,0.0,0.0,0.0,0.39997195310955425
delta0.5_K128_radius1_transverse,0.5,0.6876928117213787,0.6876928117213787,0.4999885747550086,0.49998857475500863,5.551115123125783e-17,0.39899969455772294
delta0.5_K128_radius1_transverse,0.5,0.6876928117213787,0.75,0.5005392837119209,0.500539283711921,1.1102230246251565e-16,0.3012854403043744
delta0.5_K128_radius1_transverse,0.5,0.6876928117213787,0.8123071882786213,0.5010899926688333,0.5010899926688334,1.1102230246251565e-16,0.2015943193505105
delta0.5_K128_radius1_transverse,0.5,0.75,0.6876928117213787,0.4994378657980963,0.4994378657980963,0.0,0.2993323177878975
delta0.5_K128_radius1_transverse,0.5,0.75,0.75,0.4999885747550086,0.49998857475500863,5.551115123125783e-17,0.3989975432580144
delta0.5_K128_radius1_transverse,0.5,0.75,0.8123071882786213,0.5005392837119209,0.500539283711921,1.1102230246251565e-16,0.3012854403043746
delta0.5_K128_radius1_transverse,0.5,0.8123071882786213,0.6876928117213787,0.49888715684118395,0.49888715684118395,0.0,0.19964119683403356
delta0.5_K128_radius1_transverse,0.5,0.8123071882786213,0.75,0.4994378657980963,0.4994378657980963,0.0,0.2993323177878977
delta0.5_K128_radius1_transverse,0.5,0.8123071882786213,0.8123071882786213,0.4999885747550086,0.49998857475500863,5.551115123125783e-17,0.3989953919583059
delta0.5_K128_radius1_transverse,2.0,0.6876928117213787,0.6876928117213787,1.9999161538600343,1.9999161538600343,0.0,0.39607008664548043
delta0.5_K128_radius1_transverse,2.0,0.6876928117213787,0.75,2.0004668313063694,2.0004668313063694,0.0,0.3042207537220637
delta0.5_K128_radius1_transverse,2.0,0.6876928117213787,0.8123071882786213,2.0010175087527045,2.0010175087527045,0.0,0.20453533691504713
delta0.5_K128_radius1_transverse,2.0,0.75,0.6876928117213787,1.999365476413699,1.9993654764136992,2.220446049250313e-16,0.2964084126639027
delta0.5_K128_radius1_transverse,2.0,0.75,0.75,1.999916153860034,1.9999161538600343,2.220446049250313e-16,0.39606793546886543
delta0.5_K128_radius1_transverse,2.0,0.75,0.8123071882786213,2.0004668313063694,2.0004668313063694,0.0,0.3042207537220639
delta0.5_K128_radius1_transverse,2.0,0.8123071882786213,0.6876928117213787,1.998814798967364,1.998814798967364,0.0,0.1967229958568861
delta0.5_K128_radius1_transverse,2.0,0.8123071882786213,0.75,1.999365476413699,1.9993654764136992,2.220446049250313e-16,0.29640841266390294
delta0.5_K128_radius1_transverse,2.0,0.8123071882786213,0.8123071882786213,1.9999161538600343,1.9999161538600343,0.0,0.3960657842922504
delta0.5_K128_radius0.125_transverse,-2.0,0.7422116014651723,0.7422116014651723,-1.9999161538600343,-1.9999161538600343,0.0,0.3960682043659423
delta0.5_K128_radius0.125_transverse,-2.0,0.7422116014651723,0.75,-1.9998473191792423,-1.9998473191792423,0.0,0.3836331523700423
delta0.5_K128_radius0.125_transverse,-2.0,0.7422116014651723,0.7577883985348277,-1.9997784844984503,-1.9997784844984505,2.220446049250313e-16,0.3711724752691653
delta0.5_K128_radius0.125_transverse,-2.0,0.75,0.7422116014651723,-1.999984988540826,-1.9999849885408263,2.220446049250313e-16,0.39144549342820334
delta0.5_K128_radius0.125_transverse,-2.0,0.75,0.75,-1.999916153860034,-1.9999161538600343,2.220446049250313e-16,0.39606793546886543
delta0.5_K128_radius0.125_transverse,-2.0,0.75,0.7577883985348277,-1.9998473191792423,-1.9998473191792423,0.0,0.38363315237004253
delta0.5_K128_radius0.125_transverse,-2.0,0.7577883985348277,0.7422116014651723,-2.000053823221618,-2.0000538232216183,4.440892098500626e-16,0.37898481632732633
delta0.5_K128_radius0.125_transverse,-2.0,0.7577883985348277,0.75,-1.999984988540826,-1.9999849885408263,2.220446049250313e-16,0.39144549342820356
delta0.5_K128_radius0.125_transverse,-2.0,0.7577883985348277,0.7577883985348277,-1.999916153860034,-1.9999161538600343,2.220446049250313e-16,0.39606766657178855
delta0.5_K128_radius0.125_transverse,-0.5,0.7422116014651723,0.7422116014651723,-0.49998857475500863,-0.49998857475500863,0.0,0.398997812170478
delta0.5_K128_radius0.125_transverse,-0.5,0.7422116014651723,0.75,-0.4999197361353946,-0.4999197361353946,0.0,0.3865620486225284
delta0.5_K128_radius0.125_transverse,-0.5,0.7422116014651723,0.7577883985348277,-0.49985089751578055,-0.49985089751578055,0.0,0.37410065850329555
delta0.5_K128_radius0.125_transverse,-0.5,0.75,0.7422116014651723,-0.5000574133746226,-0.5000574133746227,1.1102230246251565e-16,0.38851517113900536
